task_id,label,explanation
18854,E0,Exit interviews and termination processing are people-centric and system-based; a chat LLM can’t meaningfully cut the required interaction/workflow time.
18862,E0,"Conducting interviews is live, interactive work; the LLM can provide question guides but not halve the interview time."
18865,E2,Sourcing across databases and sites needs search and platform access; the LLM can craft queries/outreach but benefits from integrated tooling.
18867,E1,"The LLM can create training outlines, slide content, exercises, and talking points on interviewing and performance management."
18853,E2,Data analysis/reporting typically requires spreadsheets/BI and organization data; the LLM helps with narrative and formulas but needs tool integration.
18872,E1,"The LLM can draft recruiting/retention plans, frameworks, and recommendations to support advising management."
18858,E2,"Strategy development is aided by the LLM, but implementation needs ATS/CRM and channel tools to execute effectively."
21097,E2,"Administering benefits depends on vendor portals, eligibility data, and compliance; the LLM can draft comms/FAQs but needs integrations to administer."
18869,E2,"Scheduling/administering tests relies on calendars, testing platforms, and clinics; LLM-powered automation would require integrated software."
18855,E2,Reference/background checks involve calls and third-party systems; the LLM can script messages but needs tool integrations to streamline.
18876,E1,"Given the guidelines/codes and applicant details, the LLM can compare and draft eligibility assessments and rationales."
18874,E1,The LLM can review selection criteria against stated professional/testing standards and draft revisions or compliance rationales.
18873,E2,Coordinating with staffing agencies is mainly logistics across systems and email; the LLM helps draft comms but benefits from vendor-management integrations.
18875,E2,Evaluating techniques requires research and follow-up data; the LLM needs retrieval/analysis tools to substantively reduce effort.
21462,E1,"The LLM can draft RACIs, map tasks to roles from provided team/skill info, and write delegation messages, cutting the planning/writing time by over half."
21463,E2,"Determining requirements involves meetings; with LLM-powered meeting transcription/summarization and requirement extraction, time could be halved, but chat alone won’t."
21464,E2,"Problem-solving requires live collaboration; an LLM-enabled assistant can capture action items, root-cause templates, and summaries to reduce effort, beyond chat alone."
21465,E1,"The LLM can turn inputs into slide outlines, status narratives, risks, and FAQs, greatly speeding creation of presentation content."
21466,E1,"Given project context, the LLM can draft or revise plans (objectives, WBS, risks, schedules, staffing narratives) and templates quickly."
21467,E1,"From objectives/schedules provided, the LLM can infer and list resource, staffing, and budget needs and gaps, accelerating analysis and documentation."
21468,E2,"Selecting vendors needs current market data and internal records; an LLM app with retrieval/integration could halve the time, while chat alone cannot."
21469,E2,Cost monitoring depends on finance/tool data; integrated LLM dashboards could flag variances and summarize issues. Chat alone lacks data access.
21470,E2,Tracking milestones/deliverables requires tool integration; an LLM layer over trackers can alert/summarize status. Pure chat won’t halve the effort.
21471,E2,Performance feedback relies on observations and tool activity; an LLM app aggregating signals and drafting feedback could cut time by half.
21472,E2,"Negotiation is interpersonal, but an LLM tool can prep strategies, counteroffers, and live drafts; with integration it can halve time vs. chat alone."
21473,E1,"The LLM can generate schedules, dependency maps, critical-path narratives, and coordination checklists from inputs, speeding planning work."
21474,E1,"With provided figures, the LLM can draft budget estimates, progress narratives, and cost reports, including variance explanations and visuals text."
21475,E1,"The LLM rapidly produces document drafts (charters, plans, MoMs) and distribution emails, reducing authoring time by more than half."
21476,E1,"The LLM can draft change requests, impact analyses, and review summaries to support approvals, significantly reducing prep/review time."
21477,E2,"Hiring needs sourcing and interviews; an LLM-enabled ATS can screen resumes, draft JDs, questions, and summaries to halve total effort."
21478,E1,"Given inputs, the LLM can assemble concise status updates on budget/resources/issues and tailor them to different manager audiences."
21479,E1,"The LLM can draft update requests and summarize incoming updates to flag risks and slippages, cutting reading and writing time."
21480,E2,"Scheduling/facilitation requires calendars and meetings; an LLM app can auto-schedule, draft agendas, and assist facilitation via notes/actions."
21481,E2,Ensuring deliverable quality often needs checklists and tool-based validations; an integrated LLM can run checks on docs and package submissions efficiently.
94,E0,"Live facilitation (role plays, simulations, group discussions, lectures) is inherently in-person; the LLM can help prep but cannot halve delivery time."
20475,E1,"Can rapidly draft, organize, and edit manuals, guides, handouts, and outlines, significantly reducing content-creation time."
19559,E1,"Can structure comparisons, analyze provided data, and draft recommendations on in-person vs. virtual to optimize cost/effectiveness/impact."
97,E1,"Can design curricula, session plans, communications, and assessments for targeted upskilling programs, cutting prep time substantially."
103,E1,Can draft surveys/interview guides and summarize/analyze responses or transcripts to surface training needs.
98,E1,"Can define KPIs, create instruments, analyze provided results, and draft evaluation reports, speeding monitoring and documentation."
20474,E1,"Can produce program designs, timelines, agendas, checklists, and comms to plan and organize orientations/trainings efficiently."
102,E1,"Can propose and adapt alternative training methods (e.g., microlearning, coaching, simulations) based on provided outcomes/constraints."
101,E1,"Can review and suggest improvements to outlines, texts, and handouts when materials are provided."
20476,E1,"Can format budgets, compute from provided figures, and draft justifications/reports, reducing reporting time."
106,E1,"Can design leadership development frameworks, curricula, rotations, and mentoring plans from stated goals and constraints."
93,E2,Staying current requires up-to-date retrieval and long-document processing; an LLM-powered reader/aggregator would halve time.
99,E0,Requires attending meetings/seminars; the LLM can help prep or summarize notes but cannot reduce attendance time by half.
100,E2,"Coordination relies on outreach, screening, and logistics across systems; with integrated tools, an LLM could automate much of this."
105,E2,"Selecting/assigning needs resume review and calendar matching; with integrated data, an LLM tool could rank candidates and schedule."
108,E2,"Negotiation is human-to-human; an LLM can draft proposals/talking points, but major gains need integrated assistive tooling."
20477,E2,Supervision/observation is human; an LLM tool could streamline evaluations and recommend courses from internal catalogs.
95,E2,"Scheduling hinges on real-time room/equipment/instructor availability; with calendar/inventory integration, an LLM could auto-schedule."
111,E2,"Effective referrals need current resource directories; with integrated databases, an LLM could match trainees and draft referrals."
19558,E1,Can develop curricula/materials and implementation plans on efficiency/recycling topics from provided goals and context.
21744,E0,Requires on-site physical inspection of facilities and environments; a chat LLM cannot perform or halve the time of this hands-on task.
21745,E0,"Heavily reliant on interviews, meetings, and coordination with people; an LLM can help draft questionnaires but won’t halve total effort."
21746,E1,"The LLM can generate audit checklists, control mappings, commands/scripts, and report templates aligned to criteria, cutting prep and write-up time."
21747,E1,"The LLM can propose hardening baselines, IAM/ACL templates, config snippets, and validation checklists to implement least privilege/functionality."
21748,E1,"Given vulnerability details, the LLM can outline remediation plans, compensating controls, change steps, and validation tests."
21749,E1,"The LLM can map techniques to frameworks (e.g., ATT&CK), draft atomic tests, commands, and automation scripts to simulate known actors."
21750,E1,"The LLM can outline infiltration test plans, PoC scaffolds, payload/test case outlines, and safety/rollback steps to exploit known vulns."
21751,E1,"The LLM can draft outlines, slide text, figures’ captions, and speaker notes from provided threat intel."
21752,E1,"The LLM can produce SOPs, workflows, checklists, and decision trees for wireless, data network, and telecom testing processes."
21753,E0,Core work is live discussion and consensus-building with teams/management; LLM can help prep talking points but not halve meeting time.
21754,E1,"The LLM can structure findings, assign severities/risks per rubric, and draft remediation guidance and executive summaries."
21755,E1,"The LLM can help triage/deduplicate findings, prioritize risk, and draft evaluation summaries from provided assessment outputs."
21756,E2,"Requires aggregating up-to-date external intel sources; an LLM with retrieval/monitoring tools would halve effort, chat alone would not."
21757,E2,Identifying new TTPs needs current threat intel feeds; requires LLM-powered retrieval/aggregation beyond basic chat.
21758,E1,"The LLM can suggest test paths, commands, and checks, and help interpret pasted tool outputs to pinpoint weaknesses."
21759,E2,"Effective forensics needs specialized tools, large data handling, and current IOCs; an integrated LLM app could help, chat alone likely not by 50%."
21760,E2,Staying current on tools/methods requires live monitoring of sources; an LLM with web/RSS integrations would cut time substantially.
21761,E2,Tracking hacking trends depends on up-to-date feeds/news; needs LLM-powered retrieval/summarization beyond chat.
21762,E1,"The LLM can draft structured fix-validation results, metrics, and executive summaries, speeding preparation and submission."
21763,E1,"While execution uses tools, the LLM can craft plans, commands, payload/test cases, and help interpret outputs, reducing analyst time."
21764,E1,"The LLM can draft and revise policies, align them to frameworks, and tailor language for stakeholders."
21765,E1,"The LLM accelerates writing clear audit reports with findings, evidence summaries, risk ratings, and recommended solutions."
16169,E2,Requires live coordination and data from PM/finance tools; chat LLM helps planning/templates but an integrated PM copilot is needed to ensure adherence.
16154,E2,"Problem-solving happens via human discussions; LLM can prep agendas/root-cause frameworks, but real impact needs meeting/chat integration."
16157,E2,"Tracking depends on Jira/Asana/etc. data; chat alone can make trackers, but time is saved with tool-integrated summaries/alerts."
16152,E1,"For document/code deliverables, an LLM can review against standards, polish, and draft cover notes/checklists, cutting prep time by >50%."
16155,E2,"Customer discovery involves human outreach; LLM can design surveys/guides and analyze responses, best realized via a VoC/CRM-integrated app."
16159,E1,"LLM can draft and refine change requests, impact analyses, and approval notes quickly given project context."
16156,E2,Scheduling needs calendar access and facilitation benefits from live assistance; an integrated assistant could automate most of this.
16163,E2,"Directing work is people-centric; LLM can draft tasking/RA(C)I, but major gains come from integrations with tasking tools."
16164,E1,LLM can draft implementation plans and run cost-benefit/ROI write-ups and calculations from provided inputs.
16162,E2,Resourcing decisions rely on workload/velocity/capacity data; significant savings need integrated analytics.
16170,E1,"LLM can produce and update comprehensive project plans (objectives, scope, schedule, staffing) from textual inputs."
16151,E1,"LLM can generate risk registers, likelihood/impact ratings, and mitigation/contingency strategies from project context."
16168,E2,"Biggest effort is collecting data from tools; an integrated reporting assistant can auto-summarize trends, beyond chat alone."
16160,E2,Vendor identification needs up-to-date market/procurement data; LLM helps with RFPs and eval rubrics but real lift needs retrieval/integration.
16166,E2,"Budgeting/management depends on financial systems; LLM can create models/templates, with major gains via system integration."
16161,E1,"LLM can draft comms plans, stakeholder maps, cadences, and message templates effectively from inputs."
16171,E1,"LLM can decompose scope into a WBS, define work packages, and suggest dependencies rapidly."
16153,E2,"Performance monitoring is human-led; LLM can structure and draft feedback, with larger gains if tied into HR/project data."
16165,E2,"Recruiting/selection relies on ATS/interviews; LLM can craft JDs, screens, and emails, with major savings via ATS-integrated tooling."
16167,E1,"LLM can draft role definitions, RACIs, and clear assignment communications based on project context."
16158,E2,"Negotiation is human-interactive; LLM can prep strategies and draft messages, with bigger impact via collaboration/procurement integrations."
16327,E0,Requires ongoing human interaction and in-person oversight; chat assistance cannot halve the supervision effort.
16325,E3,Reviewing proposals/plan sets benefits greatly from PDF/image reading and structured critique; vision+LLM could cut time by >50%.
16350,E2,"Detailed plant design depends on simulations, vendor data, and CAD; an LLM integrated with those tools could halve time, chat alone cannot."
21166,E2,"Efficiency evaluation relies on O&M data/SCADA and site context; with data-integrated tooling an LLM could help, but chat alone won’t."
16330,E2,Equipment selection needs standards and vendor catalogs; integration/retrieval tools would help—LLM alone is insufficient.
16349,E2,"Pumping and conveyance design requires hydraulic modeling/CAD; LLM-powered apps could assist setup/checks, not chat alone."
16347,E2,Water distribution system design relies on network models and GIS/CAD; needs tool integration beyond chat.
16331,E2,"Water quality studies need sampling plans, lab/GIS data; an LLM with data access could help, chat alone won’t halve time."
16343,E1,"Given contaminant data and goals, an LLM can analyze options and draft recommendations, cutting writing/analysis time by >50%."
16328,E1,Concept development is text-heavy; LLM can generate and compare alternatives with criteria and assumptions efficiently.
16345,E2,Runoff/water supply network design needs hydrologic/hydraulic modeling and mapping; requires tool integration.
16346,E2,"Lift station/well design involves calculations, vendor data, and CAD; LLM-powered tooling helps, chat alone insufficient."
16339,E1,"With inputs provided, the LLM can structure and compute CBAs (NPV/B/C) and draft memos, substantially reducing effort."
16326,E1,"Technical support to agencies is largely memos, Q&A, and explanations; LLM can draft and refine quickly."
16337,E2,"Feasibility studies require modeling, costing, and data synthesis; integrated tools could halve time more than chat alone."
16341,E2,Stormwater/floodplain analyses rely on H&H models and maps; needs specialized software integration.
16335,E0,Construction oversight is field-based coordination/inspection; chat assistance cannot halve on-site work.
16329,E1,"Program/plan development is primarily research, structuring, and writing; LLM can draft frameworks and content efficiently."
16333,E2,"3D hydrologic simulations require specialized software and datasets; LLM integration could help, chat alone cannot."
16334,E2,"Hydraulic analyses of networks depend on modeling tools (e.g., EPANET) and data; needs tool integration."
16324,E1,"Report/publication drafting is text-first; LLM can outline, write, and edit to halve effort."
16344,E2,Storage tank/facility design involves structural/hydraulic calcs and CAD; requires specialized tools.
16342,E1,"With sludge characteristics/regulatory targets provided, LLM can compare and recommend treatment/disposal options efficiently."
16348,E2,"Sludge treatment plant design requires process modeling, vendor data, and drawings; needs integrated tools beyond chat."
16336,E2,Demand forecasting hinges on time-series data and analytics; LLM-assisted apps tied to data/spreadsheets would help.
16338,E2,"Environmental impact studies require multidisciplinary data, modeling, and compliance checks; integration/summarization tools needed."
16340,E2,Efficiency analysis of dams/gates/canals needs inspections and modeling; LLM apps with data/tool access could assist.
16332,E2,"Ground/surface water modeling relies on specialized numerical tools and datasets; benefits from LLM-tool integration, not chat alone."
1447,E2,"Creating detailed CAD drawings is hands-on in CAD; an LLM alone can’t do the geometry, but an LLM-powered CAD assistant could generate templates, parameters, and automate detailing to cut time."
20964,E2,"3D modeling requires direct CAD manipulation; with an LLM-integrated CAD plugin (parametric prompts, feature scripts), time could be reduced substantially."
1455,E2,"Laying out orthographic/schematic views needs CAD drafting; an LLM-enabled CAD tool could auto-generate views/annotations from prompts, whereas chat alone won’t halve time."
1452,E2,"Revising designs involves CAD edits guided by feedback; an LLM-driven CAD assistant could interpret change requests and help implement edits, but chat alone isn’t enough."
1449,E3,"Reviewing specs, sketches, and drawings benefits from an LLM that can read PDFs/images to extract requirements and constraints; image/PDF understanding would significantly speed analysis."
1454,E3,Dimension checks and material numbering often rely on drawings/BOM PDFs; an LLM with image/PDF reading can extract dims and auto-assign numbers to accelerate the task.
1453,E2,"Producing scale/full-size blueprints is CAD-centric; an LLM-integrated CAD workflow could automate standards, views, and notes, reducing time, but chat alone cannot."
1450,E1,"Computing formulas, unit conversions, and deriving specs can be done via text; the LLM can draft calculations and check logic, cutting effort by over half with human verification."
1448,E0,Coordinating and consulting with coworkers is high-touch human interaction; an LLM can prepare materials but won’t halve the time of the interpersonal work.
1456,E0,Conferring with customers to review schematics and answer questions is inherently interactive; the LLM can prep FAQs or summaries but not cut meeting time by half.
1451,E1,"The LLM can generate standardized instructions/comments and checklists for drawings; the drafter still places them in CAD, but content creation time is more than halved."
1458,E0,Supervising and training others requires direct human management and instruction; an LLM can assist with materials but not replace the interpersonal task.
1459,E3,Creating illustrations for manuals can be sped up if the LLM can read source drawings and generate/edit explanatory graphics with image capabilities.
1457,E0,"Freehand sketching, tracing onto paper, and operating copy machines are physical tasks; an LLM does not materially reduce execution time."
1460,E0,"Shading/coloring with ink, crayon, airbrush, and overlays involves manual artwork; an LLM cannot halve the time of these physical processes."
20516,E0,Hands-on product testing during production requires physical measurements and equipment handling; chat alone can’t halve time.
3672,E1,"LLM can clean, analyze, and summarize quality data, generate SPC templates, and draft reports, cutting analysis/document time by >50%."
3660,E0,Time-and-motion studies hinge on in-person observation and timing; LLM can draft methods but can’t reduce overall task time by half.
3668,E3,"Large logs/spec sheets are often PDFs/scans; with image/PDF reading, the system can quickly verify adherence to specs."
20518,E0,Verifying operations by observing workers is in-person; LLM can supply checklists but not halve total effort.
3663,E2,Effective assignment planning needs live data from MES/ERP; an LLM-powered tool integrated with those systems could halve time.
19692,E2,Compliance evaluations need site audits and current regs; an LLM app that maps regs to operations and ingests documents would speed work.
22022,E0,“Adhere to” is behavioral/on-site; guidance helps but doesn’t halve the time to comply.
22023,E1,"LLM can build costing models, perform what-if analyses, and draft cost reports from provided data, greatly reducing effort."
22024,E0,Assisting in building/testing prototypes is hands-on; LLM support won’t halve total task time.
22025,E0,Calibrating/adjusting with gauges is physical work; LLM can’t perform or halve it.
22026,E1,"Statistical study design, analysis, and reporting are text/data tasks well accelerated by LLM assistance."
22027,E2,Coordinating purchases/installations is multi-party and system-driven; an integrated LLM assistant could streamline but chat alone won’t halve time.
22028,E3,Interpreting/creating drawings is accelerated if the system can read and generate diagrams/images; pure chat is less effective.
22029,E3,Plant layout design benefits from image creation/annotation to iterate floorplans quickly; image-capable LLM markedly reduces time.
22030,E0,Developing manufacturing infrastructure involves physical integration and coordination; LLM can’t halve total effort.
22031,E1,"Drafting programs/SOPs, RCAs, FMEAs, and action plans are text-heavy and sped up significantly by LLM."
22032,E1,"Creating production/inventory/QA programs (policies, workflows, docs) is primarily writing/analysis suitable for LLM acceleration."
22033,E2,"Developing sustainable technologies requires R&D and experiments; LLM aids research/plans, but integrated tools would be needed to halve time."
22034,E1,Identifying improvement opportunities from observations/data and drafting recommendations is analysis/reporting that LLM can accelerate.
22035,E0,Monitoring/adjusting live processes or equipment is hands-on and real-time; LLM can’t perform or halve it.
22036,E0,Overseeing start-up/qualification/release is on-site execution; LLM can prep checklists but not halve the task.
22037,E0,Overseeing/inspecting production processes requires physical presence; LLM assistance won’t halve time.
22038,E3,Preparing layouts/sketches in CAD is sped up if the system can read/produce images and annotate drawings.
22039,E1,"Drafting SOPs, batch records, and reports is a text task where LLM can template and auto-summarize to save >50% time."
22040,E0,"Providing advice/training is high-interaction, in-person work; LLM can create materials but not halve delivery time."
22041,E1,Recommending CAPA actions and documenting justifications is analysis/writing well-suited to LLM acceleration.
22042,E2,Selecting cleaning materials/tools depends on MSDS/vendor data; an LLM tool integrated with catalogs would halve time.
22043,E1,"Determining quantities/methods (takt, batch sizes, line balance) is analytical; LLM can compute/explain and draft plans quickly."
22044,E0,Setting up/operating equipment per cGMP/SOPs is physical execution; LLM can’t reduce time by half.
16807,E2,"Record-keeping benefits from LLM-powered ELN/LIMS integrations (templates, auto-summaries, QA checks); chat alone won’t halve time."
16813,E1,"The LLM can accelerate experimental design, draft protocols, suggest controls, and help interpret provided results, though execution remains manual."
23904,E1,"Grant writing (Aims, Significance, Approach) is text-heavy; the LLM can draft, revise, and tailor language to FOAs, halving effort."
16805,E0,Bench procedures are hands-on; the LLM can advise but cannot perform or halve time on physical lab work.
16815,E1,"The LLM speeds hypothesis generation, literature synthesis, analysis planning, and writeups for cellular/molecular research."
23905,E1,"Drafting and editing reports, manuscripts, and presentation text are core LLM strengths; it can outline, polish, and summarize quickly."
16808,E1,"Instruction prep (syllabi, lectures, assignments, explanations) is largely textual; the LLM can create materials and examples to cut prep time."
16810,E2,Effective lab coordination needs integration with calendars/trackers; an LLM-based tool could prioritize and schedule to halve effort.
16814,E1,"The LLM can help clean/structure data (via code it writes), summarize results, and propose design adjustments based on provided data."
16809,E2,Evaluating new technologies requires up-to-date/vendor info; an LLM with retrieval/integration could compare and summarize effectively.
16804,E1,"Providing scientific direction is largely conceptual and written; the LLM can draft strategy, risk analyses, and SOP guidance."
16802,E0,Supervising people is high-touch and interaction-heavy; chat assistance won’t halve the time needed for observation/feedback.
16806,E0,Monitoring/operating specialized instruments is physical and context-specific; the LLM can’t perform or substantially speed it up.
16816,E1,"Applied research benefits from LLM support in study design, analysis plans, documentation, and communication, reducing effort substantially."
16799,E1,"Developing procedural guidelines is a writing task; the LLM can draft, standardize, and iterate rapidly from requirements."
16811,E0,Assay development requires iterative wet-lab optimization and validation; the LLM can advise but can’t halve overall development time.
16800,E0,"Cross-disciplinary coordination relies on meetings and negotiation; chat help (emails, agendas) won’t halve the interaction-heavy work."
16796,E2,Verifying resource use needs access to financial/inventory/HR systems; an LLM-integrated dashboard could reconcile and flag variances.
