task_id,soc_code,label,eloundou_label,explanation
19520,11-9021.00,E1,E2,"An LLM can help a construction manager research regulations and best practices, draft environmental protection plans, write site-specific procedures, check documentation for compliance, and generate training or reporting materials. These are largely text-based planning and documentation tasks, so direct use of the LLM can cut the required time by more than half, though the manager still makes final decisions and oversees on-site implementation."
19524,11-9021.00,E2,E2,"An LLM can help interpret LEED requirements, draft documentation, emails, and checklists, and organize evidence for third‑party verification, but actual certification requires interaction with external LEED systems, up‑to‑date standards, and formal submissions. With dedicated software built on an LLM to interface with LEED portals and project data, the time to secure third‑party verification could be cut by more than half."
19521,11-9021.00,E1,E2,"An LLM can draft training curricula, lesson plans, slide content, quizzes, and explanatory materials on green building practices, and help tailor them to specific projects or regulations, cutting the time a construction manager spends designing and updating these programs by more than half, while the manager still delivers and oversees the actual training."
19519,11-9021.00,E1,E2,"An LLM can quickly generate and refine cost categories, line items, assumptions, and comparison frameworks for green vs. non‑green options, draft budget spreadsheets or templates, and summarize short‑ vs. long‑term financial and environmental impacts based on provided project data. The manager still supplies local prices, project specifics, and final judgment, but the analysis and documentation time can be cut by more than half using the LLM for structuring, calculations support, and narrative justification."
19518,11-9021.00,E1,E2,"The task is largely analytical and planning-focused: researching green building options, comparing materials and systems, estimating energy and carbon impacts, and drafting strategies or specifications. An LLM can quickly synthesize standards (e.g., LEED concepts), generate option lists, compare tradeoffs, and help write plans and justifications, cutting the time needed by more than half, while the manager still makes final decisions and coordinates implementation."
3331,11-9021.00,E2,E0,"An LLM alone can help research zoning rules, draft communications, compare parcels, and prepare analyses, but land acquisition also requires negotiations, site visits, legal/financial due diligence, and coordination with multiple stakeholders. However, specialized software built on top of an LLM (integrated with property databases, GIS, and legal records) could substantially streamline information gathering and decision support, cutting the time needed by about half while a human still executes the transactions."
7263,11-9161.00,E0,E2,"This task is primarily interpersonal and collaborative: it involves live consultations, relationship-building, and context-specific judgment with multiple institutions. An LLM could help draft questionnaires or summarize notes, but it would not cut the time of the core activity—real-time discussions and negotiations with officials—by half or more."
7258,11-9161.00,E0,E0,"Requires ongoing interpersonal relationship-building, meetings, negotiations, and coordination across organizations; an LLM can help draft emails or MOUs but cannot perform the core liaison and trust-building work, so it would not cut task time by half."
7257,11-9161.00,E2,E2,"An LLM can help draft plans, checklists, communication templates, and decision trees for evacuations, shelters, and special needs programs, but real-time coordination, legal authority, and on-the-ground judgment still rest with humans. With additional integrated software (e.g., systems pulling live weather, infrastructure, and population data, plus communication platforms), an LLM could significantly speed situational analysis and recommended actions, cutting task time by half, but cannot do so via chat alone."
7260,11-9161.00,E1,E2,"Drafting and refining written status reports is primarily a text-based task. An LLM can quickly turn notes, data tables, and bullet points into clear situation reports, suggest structure and wording, and tailor versions for different audiences, cutting the director’s time spent writing and editing by more than half while the director still verifies accuracy and adds judgment."
7256,11-9161.00,E2,E2,"Maintaining and updating emergency preparedness resource materials requires tracking many evolving documents, data sources, and regulations across agencies. An LLM alone can help draft, revise, and standardize text, but purpose-built software that integrates document management, version control, and regulatory databases—augmented by an LLM for summarization and drafting—would be needed to reliably cut the time required by more than half."
7254,11-9161.00,E1,E2,"Drafting and refining detailed emergency and recovery plans is largely a text-based, procedural design task. An LLM can quickly generate, adapt, and compare operating procedures, check for gaps or inconsistencies, and tailor templates to specific hazards (hurricanes, nuclear incidents, terrorism), cutting the director’s planning and documentation time by more than half while the human provides local data, constraints, and final judgment."
7264,11-9161.00,E2,E2,"An LLM can help draft test plans, check them against written regulations, generate evaluation criteria, and summarize results, but full testing and evaluation also require coordination with agencies, drills, and on‑site activities. With additional software that integrates regulations, prior exercises, and agency data, LLM-based tools could plausibly cut the time for designing and documenting these tests by more than half, but not via a bare chat interface alone."
7266,11-9161.00,E2,E2,"LLMs can help draft assessment templates, structure and summarize incoming reports, and generate analysis narratives, but the core inputs (field data, inter-agency coordination, judgment calls) come from external systems and human collaboration. With dedicated software that integrates real-time data feeds, GIS, and agency reports, an LLM could substantially speed up preparing and analyzing damage assessments, but the chat interface alone is not enough to halve the total task time."
7261,11-9161.00,E1,E2,"An LLM can draft curricula, lesson plans, scenarios, slides, handouts, quizzes, and communication materials for emergency preparedness courses, and can adapt them to different audiences and hazards. The director still needs to ensure local accuracy, coordinate logistics, and deliver or oversee training, but the time spent on design and documentation can be cut by more than half using the LLM."
7253,11-9161.00,E2,E2,"An LLM alone can help monitor and summarize reports, news, and written updates, but effective situational awareness requires continuous integration of real-time, multi-source data and systems (e.g., GIS, sensor feeds, agency databases). Dedicated LLM-powered tools that ingest and synthesize these live data streams could significantly reduce the time needed to stay informed, but this goes beyond simple chat use."
7262,11-9161.00,E0,E0,"Requires in-person physical inspection, testing, and verification of facilities and equipment functionality; an LLM can offer checklists or guidance but cannot directly perform or reduce by half the time needed for the hands-on inspection work."
7269,11-9161.00,E2,E2,"An LLM can help interpret standards, compare an organization’s written plan against best practices, generate checklists, and draft feedback, but full adequacy review requires context-specific judgment, coordination with stakeholders, and understanding of local capabilities and regulations. With additional software (e.g., tools to ingest long plans, link to current laws, and standardize assessments), LLM-based applications could cut review time by more than half."
7259,11-9161.00,E2,E2,"An LLM alone can help summarize and interpret regulations and compare them to existing plans, but staying current with all relevant federal, state, and local rules requires ongoing retrieval from many external, frequently updated sources and organizational repositories. With additional software that automatically gathers up-to-date regulations and feeds them to the LLM for analysis and compliance checking, the time to keep plans aligned with regulations could be cut by more than half."
7270,11-9161.00,E1,E2,"The core work—designing survey instruments, drafting questions, analyzing responses, and writing guidance for others—is text- and data-focused and can be substantially accelerated by an LLM (e.g., drafting surveys, refining wording, creating analysis plans, and technical instructions). Human interaction is still needed to administer surveys and apply local judgment, but the LLM can cut the planning and documentation time by more than half."
7265,11-9161.00,E0,E0,"While an LLM could help prepare questions, talking points, or summaries of background materials, the core of this task is physically attending meetings, conferences, and workshops to build in-person relationships and engage in live interactions. These human, real-time networking and participation aspects cannot be reduced by half or more through direct LLM use."
7255,11-9161.00,E1,E2,"This task is largely analytical and text-based: interpreting new regulations/technologies, reviewing after-action reports, and drafting revised procedures. An LLM can quickly summarize regulatory changes, compare old vs. new procedures, suggest updated SOP language, and incorporate lessons learned, cutting the director’s time by more than half while the human retains final judgment and approval."
7267,11-9161.00,E1,E2,"The core work—drafting public-facing instructional materials, slide decks, talking points, FAQs, and tailoring explanations for different citizen groups—is text-heavy and can be substantially accelerated by an LLM. The director still delivers presentations and adapts content to local context, but the time to create and refine the written and spoken materials can easily be cut by more than half using the model."
7272,11-9161.00,E1,E2,"An LLM can draft and refine grant applications, budgets, justifications, progress reports, and compliance narratives, as well as interpret and summarize federal funding guidelines. This substantially reduces the time needed for writing, structuring, and editing the application and subsequent reports, even though the director still provides data, strategy, and final decisions."
7268,11-9161.00,E1,E2,"The core of this task is designing training materials, explaining planning concepts, and helping local groups draft and align their long‑term plans with higher‑level plans—all text- and discussion-heavy work. An LLM can draft curricula, slides, exercises, example plans, checklists, and talking points, and can help tailor content to specific jurisdictions, cutting the director’s prep and documentation time by more than half, while the director still delivers and facilitates the actual training."
7275,11-9161.00,E2,E2,"Requires knowledge of current federal programs, eligibility rules, and application portals, plus coordination with community stakeholders. An LLM alone can help draft and refine applications, explain requirements, and structure supporting documents (not quite halving total time), but a specialized tool that integrates up-to-date funding databases and form-filling systems on top of the LLM could reduce the time by more than half."
7271,11-9161.00,E1,E2,"The task is primarily document review and synthesis. An LLM can quickly summarize, compare, and extract relevant practices from multiple emergency plans and help draft adapted sections, cutting the time needed for studying and leveraging external plans by more than half."
7273,11-9161.00,E1,E2,"An LLM can draft detailed training curricula, SOPs, exercise scenarios, checklists, and assessment materials for radiological protection, detection, and decontamination, and help adapt them to regulations and local context. The human still validates and delivers the training, but the time to design and document procedures and strategies can be cut by more than half using the model via a chat interface alone."
7274,11-9161.00,E0,E0,"Requires physical inventorying, handling, and distribution of specialized equipment plus in-person, hands-on instruction in its use and maintenance; an LLM can help draft written guides or checklists but cannot cut task time by half overall because core activities are physical and interactive."
18861,13-1071.00,E1,E1,"An LLM can quickly read, summarize, and rephrase HR policies, procedures, and relevant laws into clear explanations tailored to specific situations or audiences, and help draft responses to employee questions. This substantially reduces the time a specialist spends interpreting and explaining written rules, even though the human still exercises judgment and handles interpersonal delivery."
18859,13-1071.00,E2,E2,"An LLM can draft job ads, screen resumes, generate interview questions, and fill out or check standard forms, but final hiring decisions and completion of official paperwork still require human judgment and interaction with HR systems. With additional integrated software (ATS, e-signature, HRIS), an LLM could automate much of the workflow and cut time by more than half."
18864,13-1071.00,E2,E1,"While an LLM can explain and summarize EEO, ADA, and affirmative action laws (helping with learning and clarification), staying “current” requires continuous monitoring of new regulations, case law, and agency guidance. Dedicated LLM-powered compliance tools that automatically ingest and summarize up-to-date legal sources for HR would be needed to reliably cut the time by half, so this fits E2."
18866,13-1071.00,E2,E1,"While an LLM chat alone can help draft templates and instructions, the core work happens inside HR management systems (data entry, updates, compliance fields, workflows). Purpose-built LLM-powered tools integrated with those systems—auto-filling forms, summarizing changes, generating records from natural language—could easily cut the time by more than half, so this is E2 rather than E1."
18852,13-1071.00,E2,E0,"An LLM can help draft emails, talking points, investigation questions, and policy-aligned responses, but resolving harassment allegations and work complaints requires sensitive, real-time human interaction, judgment, and knowledge of specific organizational context. Dedicated HR tools built on top of an LLM (e.g., case management, policy retrieval, documentation templates) could plausibly cut the time by half, but the LLM alone cannot."
18868,13-1071.00,E1,E2,"Matching applicants to job requirements is largely a text-based comparison task (resumes, applications, job descriptions). An LLM can quickly extract skills, experience, and qualifications, compare them to job criteria, rank candidates, and draft shortlists or notes, cutting manual review time by more than half while the HR specialist makes final decisions."
18860,13-1071.00,E2,E1,"An LLM alone can help draft standardized role descriptions, compensation explanations, and benefits summaries, but the task also requires tailoring information to current company policies and often real-time, interactive communication with applicants. With additional HR software built on top of the LLM (integrated with up-to-date internal data and communication tools), much of this information-sharing could be automated or suggested, cutting the time by more than half."
18871,13-1071.00,E2,E2,"An LLM can help draft job descriptions, screen resumes against criteria, generate interview questions, and summarize candidate strengths/weaknesses, but final selection and referrals require human judgment, coordination with managers, and organizational context. With additional HR software built on top of the LLM (integrated with ATS, internal data, and scheduling tools), more than half of the time spent on this task could be reduced, so it fits E2 rather than direct E1."
18870,13-1071.00,E2,E2,"An LLM can draft orientation agendas, scripts, emails, checklists, and answer common policy questions (E1-like help), but the task also involves scheduling across calendars and live, interactive sessions with new hires. With additional HR/orientation software built on top of the LLM (integrated with calendars, HRIS, and communication tools), much of the scheduling, content delivery, and Q&A support could be automated, cutting time by more than half."
18863,13-1071.00,E2,E1,"An LLM alone can help draft and revise handbooks, policies, org chart descriptions, and evaluation forms (E1-like support), but maintaining and updating these documents at scale typically requires integration with HRIS/employee databases and document management systems. LLM-powered tools built on top of those systems could automate updates and versioning, cutting the time by more than half."
18856,13-1071.00,E1,E2,"An LLM can draft, revise, and compare policy language; summarize legal/industry guidance; generate alternative procedures; and prepare discussion materials, letting the HR specialist and management focus on decisions and alignment. This can cut the time to develop or update personnel policies by more than half, even though final choices remain human."
18857,13-1071.00,E2,E1,"An LLM alone can draft templates and customize messages, but actual contacting often requires integration with email/HR systems and up-to-date applicant data. An LLM-powered HR application that plugs into the applicant tracking system could auto-generate and send status updates at scale, cutting the time by more than half."
18854,13-1071.00,E2,E1,"The exit interview itself is a high-interaction, in-person/real-time conversation, so an LLM alone (chat interface) cannot cut the time by half. However, HR software built on top of an LLM could automate scheduling, generate tailored question guides, live-suggest follow-up questions, and auto-draft/validate termination paperwork and summaries, substantially reducing overall time."
18862,13-1071.00,E0,E2,"While an LLM can help draft interview questions or evaluation rubrics, the core task requires real-time, interpersonal interaction, listening, and follow-up questioning with applicants. Access to a chat-based LLM alone cannot cut the time for conducting these live interviews by half while maintaining equivalent quality."
18865,13-1071.00,E2,E2,"An LLM alone can help draft search strings, outreach messages, and screening criteria, but actually searching databases, job boards, and referral systems requires integration with those platforms. With LLM-powered recruiting tools that plug into ATS/CRMs, job boards, and social networks, the model could automatically source, filter, and rank candidates, cutting the time required by more than half."
18867,13-1071.00,E1,E2,"The core work is creating and delivering information and training materials (guides, slide content, scripts, examples, FAQs) on interviewing, appraisals, counseling, and documentation. An LLM can quickly draft, tailor, and refine these materials, generate scenarios and role-play scripts, and structure training sessions, cutting the HR specialist’s prep and documentation time by more than half."
18853,13-1071.00,E2,E2,"LLMs can help draft and format reports, interpret metrics, and summarize findings once data are provided, but HR data typically live in HRIS/payroll systems and spreadsheets. A substantial time reduction would come from integrated software that lets the LLM directly access, query, and summarize these data and generate required reports, so the main impact is via LLM-powered applications rather than chat alone."
18872,13-1071.00,E1,E2,"The core work is text- and idea-based: designing program structures, drafting policies, communications, timelines, and metrics. An LLM can quickly propose recruiting/retention strategies, compare options, draft plans, presentations, and talking points for management, cutting the HR specialist’s planning and documentation time by more than half, while the human handles context-specific decisions and stakeholder alignment."
18858,13-1071.00,E2,E2,"An LLM can help draft job descriptions, outreach messages, and high-level recruiting plans (E1-like support), but effective recruiting strategies depend heavily on organization-specific data, labor market analytics, and integration with HRIS/ATS systems. With additional LLM-powered tools that access and analyze internal metrics and external labor market data, it could more than halve the time to design and iterate on recruiting strategies, so this is E2."
21097,13-1071.00,E2,E2,"Administering benefit plans involves using HRIS/benefits platforms, applying current regulations, and handling many employee-specific cases. An LLM alone helps with explanations, template communications, and answering policy questions (not enough to halve time), but HR-specific software built on top of an LLM (integrated with employee data, plan details, and enrollment systems) could automate much of the administration and reduce time by at least half."
18869,13-1071.00,E2,E2,"An LLM alone can help draft testing policies, emails, schedules, and instructions, but actually scheduling and administering tests requires coordination with external systems (calendars, HRIS, testing platforms, labs) and handling sensitive data. With additional LLM-powered software integrated into those systems, much of the scheduling, reminders, and documentation could be automated, cutting the time by more than half."
18855,13-1071.00,E2,E2,"An LLM can draft standardized questionnaires, emails, and evaluation rubrics, and help interpret written or transcribed responses, but the core work requires contacting references, verifying records, and using organization-specific systems. With additional integrated software (e.g., automated calling/transcription, HRIS/background-check APIs), an LLM could help cut the time by more than half, so this is E2 rather than E1."
18876,13-1071.00,E2,E1,"An LLM alone can help interpret guidelines, summarize applicant information, and flag likely eligibility, but full evaluation typically requires secure access to internal systems, structured records, and possibly automated checks against licensing databases. With an LLM-powered application integrated into those systems, much of the review could be streamlined and partially automated, cutting time by more than half while the HR specialist makes final decisions."
18874,13-1071.00,E1,E2,"The task is largely analytical and text-based: reviewing job requirements, selection tools, and statistical validity against professional/testing standards, then drafting recommended revisions. An LLM can quickly interpret guidelines, suggest compliant wording, propose alternative criteria, and help structure validation analyses, cutting the HR specialist’s time by more than half while the human retains final judgment."
18873,13-1071.00,E2,E2,"An LLM can draft job descriptions, emails, evaluation criteria, and comparison matrices for agencies and candidates, but the core work involves real-time coordination, negotiation, and decisions across multiple systems and people. Dedicated software integrating agency platforms, requisition systems, and communication tools—augmented by an LLM for drafting and summarizing—could cut the time by half, but the LLM alone via chat likely would not."
18875,13-1071.00,E1,E2,"The core work—designing evaluations, analyzing test/selection data, drafting reports, and preparing questions or discussion points for management—can be substantially accelerated by an LLM through help with research, statistical interpretation (at a conceptual level), writing, and summarizing follow-up findings, even though the actual meetings with management still require human interaction."
21462,13-1082.00,E1,E2,"The core work is cognitive: defining roles, breaking down tasks, and mapping them to team members’ skills and availability. An LLM can draft role descriptions, RACI charts, task breakdowns, and alternative assignment plans based on constraints the PM provides, cutting the time needed to design and communicate assignments by more than half, while the PM still makes final decisions and handles interpersonal aspects."
21463,13-1082.00,E2,E2,"An LLM can help draft stakeholder emails, meeting agendas, requirement questionnaires, and summarize/disambiguate notes, but the core of determining requirements and objectives depends on live human interaction, negotiation, and judgment. However, specialized tools built on LLMs (e.g., integrated into meeting platforms and requirement-management systems) could capture, analyze, and structure stakeholder input in real time, cutting the time needed by more than half."
21464,13-1082.00,E2,E2,"While the core activity involves human interaction and judgment, LLM-based tools (e.g., integrated into project management software or communication platforms) could help analyze project data and communications, suggest problem diagnoses, propose resolutions, and draft messages, significantly reducing the time needed to identify and resolve issues, though not replacing the human role."
21465,13-1082.00,E1,E2,"An LLM can draft slide outlines, talking points, status summaries, risk/issue descriptions, and tailored messaging from project notes or reports, and can revise wording and structure on request. This can cut the time to create customer- or team-facing status presentations by more than half, while the human focuses on selecting content and final formatting."
21466,13-1082.00,E1,E2,"An LLM can draft and iteratively refine project charters, work breakdown structures, schedules, staffing plans, and budget narratives from the manager’s inputs, and update them as assumptions change. Since this work is largely text- and spreadsheet-driven and based on structured information the manager can provide in under 2000 words, direct use of the LLM can cut the time to produce high‑quality project plans by more than half."
