task_id,label,explanation
21465,E1,"Creating status presentations is largely a text-generation and formatting task. Given project notes and metrics in the prompt, an LLM can draft slides, talking points, and summaries much faster."
21466,E1,"Developing or updating project plans can be substantially accelerated by an LLM that drafts objectives, schedules, staffing assumptions, risks, and plan structure from provided inputs."
21467,E1,"Reviewing objectives and schedules to identify needed resources, staffing, or finances is largely an analytical text task that an LLM can perform quickly from a concise project description."
21468,E2,"Vendor or consultant selection often depends on up-to-date market information, internal procurement records, and comparison across many documents. LLM-powered retrieval and evaluation software could greatly reduce time."
21469,E2,"Monitoring staff costs usually requires access to current financial systems, timesheets, and budget data. A chat LLM alone is limited, but software built on top of it could flag budget issues efficiently."
21470,E2,"Monitoring milestones and deliverables depends on live project data from tracking tools. An LLM alone cannot see that data unless pasted in, but integrated software could summarize progress and identify risks."
21471,E0,"Providing performance feedback depends heavily on observing team members, interpreting context, and delivering feedback interpersonally. The LLM can help draft feedback, but not complete most of the task."
21472,E2,"Negotiation is interactive and relationship-driven, so chat alone is not enough for a 2x gain. However, LLM-powered tools could prepare negotiation strategies, summarize positions, and draft responses."
21473,E2,"Planning and coordinating activities can be helped by an LLM, but substantial time savings usually require integration with calendars, task trackers, dependencies, and live project data."
21474,E2,"Budget estimates and progress or cost reports often rely on current spreadsheets and project systems. An LLM can help write the narrative, but integrated tools would be needed for major time savings."
21475,E1,"Producing and distributing project documents is highly exposed because an LLM can draft, revise, standardize, and tailor documents quickly from instructions and source material."
21476,E1,Reviewing or proposing modifications to project plans is largely a text-analysis and drafting task. An LLM can compare plans against constraints and generate recommended changes quickly.
21477,E2,"Recruiting or hiring requires screening, coordination, and decision-making using resumes, job data, and applicant systems. LLM-powered hiring software could greatly speed this up, more than chat alone."
21478,E1,"Reporting project status to managers is mainly summarization and communication. An LLM can turn project notes and metrics into concise status updates, reports, and executive summaries."
21479,E0,"Requesting and reviewing updates to ensure deadlines are met involves ongoing coordination with team members and follow-up. The LLM can draft reminders or summarize updates, but the core task is interpersonal."
21480,E2,"Scheduling or facilitating meetings benefits from integration with calendars, attendee availability, agendas, and conferencing tools. Chat alone helps somewhat, but LLM-powered applications could automate much more."
21481,E2,"Submitting deliverables while ensuring quality standards often requires checking files, workflows, approvals, and client submission systems. An LLM can help review text deliverables, but integrated tools would drive larger savings."
94,E0,"Delivering training through role plays, team exercises, group discussions, or lectures is heavily interactive and often depends on live facilitation with people; chat access alone would not cut total task time by half, though it can help prepare materials."
20475,E3,"Developing manuals, guides, handouts, and visual materials is highly exposed because an LLM can draft and revise the text, and image capabilities help create or edit visual training materials."
19559,E1,"Evaluating delivery modes is largely an analytical writing task: the LLM can compare in-person vs. virtual options, summarize tradeoffs, and draft recommendations if the relevant constraints are provided."
97,E0,"Actually offering training programs involves live instruction, coordination, and interaction with workers, so direct chat assistance would help preparation but not reduce the full task by half."
103,E2,"Assessing training needs often requires collecting and synthesizing survey, interview, and stakeholder input; LLM-powered tools that aggregate responses and summarize organizational data could cut time substantially more than chat alone."
98,E2,"Monitoring and evaluating training effectiveness often depends on pulling together records, feedback, and performance data; software built on top of an LLM could analyze these sources and generate reports efficiently."
20474,E1,"Designing and planning orientation or training programs is largely text- and planning-based, and an LLM can quickly generate curricula, agendas, learning objectives, and program structures from provided requirements."
102,E1,"Developing alternative training methods is a creative design task well suited to an LLM, which can propose revised approaches, formats, and interventions based on described shortcomings."
101,E1,"Evaluating outlines, text, and handouts is directly exposed because the LLM can review materials against criteria, identify weaknesses, and suggest revisions quickly."
20476,E1,"Preparing budget reports and expenditure justifications is mostly document and spreadsheet interpretation plus written explanation, which an LLM can draft and structure efficiently from provided figures."
106,E1,"Designing executive development programs is primarily a planning and content-design task; an LLM can generate competency frameworks, program outlines, and development pathways."
93,E2,"Keeping up with developments depends on access to current publications, many of which may be too long or too recent for the base model alone; LLM-powered retrieval and summarization tools would substantially reduce time."
99,E0,"Attending meetings or seminars requires real-time participation and presence; while an LLM can help summarize notes afterward, it cannot replace most of the task through chat alone."
100,E2,"Recruitment and placement coordination often involves scheduling, matching candidates, and tracking availability; integrated LLM-based workflow tools could automate much of this more than chat alone."
105,E2,"Selecting and assigning instructors requires matching qualifications, schedules, and program needs; software combining organizational data retrieval with LLM reasoning could greatly speed this."
108,E0,Negotiating contracts with clients is a live interpersonal task requiring back-and-forth judgment and relationship management; chat can help draft terms but not replace most of the work.
20477,E2,"Supervising and evaluating instructors often relies on performance records, observations, and development recommendations; LLM-powered systems could synthesize evaluations and suggest referrals, though chat alone is less sufficient."
95,E2,"Scheduling classes based on rooms, equipment, and instructor availability is better handled by scheduling software layered with LLM assistance than by chat alone."
111,E2,"Referring trainees to appropriate representatives or services depends on identifying suitable, often up-to-date resources; an LLM application with retrieval over current internal/external options would help substantially."
19558,E1,"Developing or implementing environmental-impact training programs is largely a curriculum and content-design task that an LLM can support strongly through drafting modules, examples, and instructional plans."
21744,E0,"Assessing physical security against temperature, vandalism, or natural disasters depends heavily on in-person inspection of facilities and equipment. A chat LLM cannot directly observe the environment, so it would not cut the task time by half on its own."
21745,E1,"Collecting stakeholder data and turning it into risk and mitigation summaries is largely a text-based interviewing, synthesis, and documentation task. An LLM can draft questionnaires, summarize responses, and propose mitigation strategies much faster."
21746,E2,"Conducting audits requires interacting with live systems, logs, configs, and organizational evidence. An LLM alone helps interpret criteria and draft findings, but LLM-powered audit software integrated with system data could reduce time by half."
21747,E2,"Configuring systems requires making changes in actual environments and validating access controls. An LLM can advise on least privilege and least functionality, but integrated tooling that reads configs and suggests or applies changes would be needed for major time savings."
21748,E1,"Designing security solutions for known vulnerabilities is primarily an analysis and writing task. Given vulnerability details and system context in text, an LLM can quickly propose mitigations, architectures, and tradeoff analyses."
21749,E2,"Developing and executing adversary simulation tests involves planning plus running tools against real environments. The LLM can help design scenarios and scripts, but substantial gains require software integrated with testing frameworks and target environments."
21750,E2,"Creating infiltration tests that exploit vulnerabilities often requires hands-on tool use, exploit adaptation, and environment-specific validation. An LLM can generate plans and code, but integrated offensive security tooling would be needed to halve completion time."
21751,E1,"Developing presentations on threat intelligence is strongly exposed because it is mostly summarization, structuring, and drafting text. An LLM can rapidly turn notes into slides, talking points, and executive summaries."
21752,E1,"Developing penetration testing processes is largely about drafting methodologies, checklists, scopes, and procedures. An LLM can generate and refine these documents quickly from requirements and standards."
21753,E1,"Discussing security solutions with IT teams or management can be accelerated by using the LLM to prepare explanations, meeting agendas, objections, and tailored recommendations. The human still conducts the discussion, but prep time can be cut substantially."
21754,E1,"Documenting penetration test findings is a classic text-generation task. An LLM can turn notes, screenshots descriptions, and vulnerability details into polished findings and remediation language much faster."
21755,E2,"Evaluating vulnerability assessments often requires reviewing scanner outputs, configs, and environment-specific evidence. An LLM alone can help interpret results, but software that ingests and summarizes assessment data would create the larger time savings."
21756,E2,"Gathering cyber intelligence depends on collecting current threat data from many external and internal sources. Since the LLM lacks up-to-date retrieval on its own, LLM-powered intelligence platforms would be needed for major productivity gains."
21757,E2,"Identifying new threat TTPs requires access to current threat reports, incident data, and intelligence feeds. An LLM alone is limited by stale knowledge, but retrieval-enabled tooling could greatly speed this task."
21758,E2,"Identifying weaknesses through penetration tests requires actually running tests and interpreting outputs from live systems. The LLM helps with reasoning and writeups, but integrated testing applications are needed for a 50%+ reduction."
21759,E2,"Incident investigation relies on forensic artifacts, logs, malware samples, and current evidence from systems. An LLM can assist analysis and reporting, but major gains require software that ingests and organizes those artifacts for the model."
21760,E2,"Keeping up with new tools and methods depends on current information from blogs, advisories, repos, and community sources. The LLM alone cannot reliably supply up-to-date developments, but retrieval-based applications could."
21761,E2,Maintaining current knowledge of hacking trends similarly requires ongoing access to fresh threat intelligence and news. This is better classified as exposure through LLM-powered applications with internet or feed retrieval.
21762,E1,"Preparing and submitting reports on security fixes is mainly a documentation and summarization task. An LLM can draft clear reports from remediation notes, test results, and status updates very quickly."
21763,E2,"Testing system security by attempting access requires interacting with real networks, applications, and computers using specialized tools. An LLM can help plan and script, but integrated pentesting software is needed for major time reduction."
21764,E1,"Updating corporate cybersecurity policies is primarily a text revision and policy drafting task. An LLM can rewrite policies, align them to standards provided in context, and generate clearer controls efficiently."
21765,E1,"Writing audit reports is highly exposed because it consists of organizing findings, explaining risks, and recommending solutions in writing. An LLM can produce high-quality drafts and revisions much faster than manual writing."
16169,E2,"An LLM can help draft status summaries, flag risks, and suggest corrective actions, but ensuring adherence to budget, schedule, and scope usually depends on live project data and organizational tools. LLM-powered PM software integrated with project systems could cut time substantially."
16154,E1,"The LLM can help diagnose issues described in text, suggest resolutions, draft communications, and prepare talking points for discussions with project personnel, often reducing problem-resolution time by half."
16157,E2,"Tracking milestones and deliverables depends on current project data from PM tools. A chat LLM alone helps summarize updates, but integrated software that reads project systems would provide the major time savings."
16152,E1,"The LLM can review deliverables for clarity, completeness, formatting, and adherence to stated quality criteria, and help draft submission materials, which can substantially speed this task."
16155,E2,"Assessing customer needs requires direct communication, surveys, and synthesis of responses. An LLM can help design surveys and summarize feedback, but larger gains come from software that aggregates and analyzes customer data at scale."
16159,E1,"The LLM can help revise project plans, compare alternatives, draft change requests, and explain impacts on scope, schedule, and budget from textual inputs, making plan modification much faster."
16156,E2,"A chat LLM can draft agendas, invitations, and meeting notes, but scheduling and facilitation rely on calendars, attendees, and live coordination. LLM-powered scheduling and meeting tools would create the larger time savings."
16163,E0,"Directing or coordinating personnel involves ongoing human management, judgment, and interpersonal interaction. A chat LLM can assist with messaging and planning, but cannot by itself reduce the core coordination work by half."
16164,E1,"The LLM can help structure implementation plans and generate cost-benefit or ROI analyses from provided assumptions and project details, substantially reducing drafting and analysis time."
16162,E1,"Given project scope, staffing, and timelines in text, the LLM can identify likely resource gaps and recommend supplemental needs, speeding up resource planning significantly."
16170,E1,"Developing or updating project plans is heavily text-based and structured. The LLM can draft objectives, schedules, staffing plans, and specifications from provided context, often cutting effort by more than half."
16151,E1,"Risk assessment and response strategy development are well suited to LLM assistance: it can identify likely risks, categorize them, estimate impacts qualitatively, and propose mitigations from project descriptions."
16168,E1,"Preparing status reports is a strong direct-use case: the LLM can collect provided updates, summarize trends, highlight issues, and draft polished reports quickly."
16160,E2,"Vendor or consultant selection often requires up-to-date market information, proposals, and comparisons across documents. A chat LLM can help define criteria and summarize inputs, but integrated retrieval and evaluation tools would drive the biggest gains."
16166,E1,"The LLM can help draft budgets, categorize costs, explain assumptions, and model budget narratives from provided figures and constraints, substantially reducing manual planning time."
16161,E1,"Communication plans are largely text artifacts. The LLM can draft stakeholder matrices, communication schedules, message templates, and escalation paths quickly from project context."
16171,E1,"Creating and managing a WBS is highly structured text work. The LLM can decompose project scope into tasks, subtasks, dependencies, and deliverables efficiently."
16153,E0,"Monitoring team performance and giving feedback depends heavily on observation, managerial judgment, and interpersonal interaction. The LLM can help draft feedback, but not perform the core evaluative work well enough to halve time."
16165,E2,"Recruitment and selection involve sourcing candidates, reviewing current resumes, and coordinating interviews. A chat LLM can help draft job descriptions and interview questions, but integrated hiring tools would provide the major time savings."
16167,E1,"The LLM can recommend role assignments, responsibility matrices, and spans of authority based on project requirements and team descriptions, making this planning task much faster."
16158,E2,"Negotiation is interactive and depends on counterpart responses and organizational constraints. An LLM can prepare strategies and draft positions, but larger time savings would come from specialized negotiation-support systems integrated with relevant data."
16327,E1,"An LLM can quickly draft guidance, review junior staff work, suggest feedback, and help structure supervision notes or training materials, cutting a large share of the text-based mentoring and review effort."
16325,E1,"Reviewing and critiquing proposals, plans, or designs is heavily document-based; an LLM can summarize, identify inconsistencies, flag likely compliance or design issues, and draft review comments."
16350,E2,"Plant design depends on engineering judgment, codes, calculations, and CAD/process software; an LLM helps with concepts and documentation, but specialized LLM-powered design tools integrated with standards/software would be needed for a 50%+ reduction."
21166,E2,"Evaluating O&M efficiency often requires analyzing operational records, SCADA data, maintenance logs, and site-specific constraints; direct chat helps some, but integrated software over those data sources would drive major savings."
16330,E2,"Equipment selection for compliant wastewater processing requires up-to-date standards, vendor data, and engineering calculations; LLM-powered tools tied to regulations and equipment databases could substantially accelerate this."
16349,E2,"Designing pumping systems, force mains, and sewers relies on hydraulic calculations, standards, and CAD/modeling tools; chat alone helps partially, but integrated engineering applications would be needed for major time savings."
16347,E2,"Water distribution system design requires network modeling, code compliance, and iterative engineering analysis; an LLM can assist with rationale and documentation, but software integration is key for 50%+ gains."
16331,E2,"Water quality studies involve data collection, lab results, GIS, and source characterization; LLM-powered applications that ingest and analyze these datasets could greatly reduce effort, more than chat alone."
16343,E1,"Recommending treatment methods is largely an analytical and knowledge-based task; an LLM can compare options, explain tradeoffs, and draft recommendations from provided site conditions."
16328,E1,"Identifying design alternatives is a concept-generation task well suited to LLMs, which can rapidly propose options, tradeoffs, and evaluation criteria from project constraints."
16345,E2,"Designing runoff collection and supply networks requires hydraulic design, mapping, and CAD/GIS workflows; LLM assistance is useful, but integrated applications would be needed for major acceleration."
16346,E2,"Lift station and well design depends on calculations, equipment sizing, drawings, and standards; direct LLM use helps with preliminary design logic, but not enough alone for a 50% reduction."
16339,E2,"Cost-benefit analysis requires project-specific cost data, assumptions, and often spreadsheet/model integration; LLM-powered tools connected to current cost databases would substantially speed this up."
16326,E1,"Providing technical support to agencies is often text-heavy: answering questions, explaining standards, drafting memos, and summarizing options are all tasks an LLM can accelerate directly."
16337,E2,"Feasibility studies combine technical, financial, regulatory, and site-specific information across many documents and datasets; specialized LLM applications could synthesize these efficiently."
16341,E2,"Stormwater and floodplain drainage analysis relies on hydraulic/hydrologic models, GIS, and engineering software; chat helps interpret results, but integrated tools are needed for large time savings."
16335,E0,"Overseeing construction involves substantial on-site observation, coordination, and physical-world verification, so direct LLM use cannot cut total task time by half."
16329,E1,"Developing plans for water resources or efficiency programs is largely planning and writing work; an LLM can generate alternatives, structure plans, and draft supporting materials quickly."
16333,E2,"Running 3D hydrological simulations depends on specialized software and data inputs; LLM-powered interfaces around those tools could streamline setup, interpretation, and reporting."
16334,E2,"Hydraulic analyses require engineering models and system data; an LLM alone cannot perform the full workflow, but software built on top of it could automate setup, diagnostics, and explanation."
16324,E1,"Writing technical reports or publications is directly exposed: LLMs can draft, revise, summarize analyses, improve clarity, and tailor reports to technical audiences."
