task_id,label,explanation
95,E2,"Scheduling classes across rooms, equipment, and instructors is a constraint-matching problem that could be greatly sped up by LLM-powered scheduling software integrated with calendars and resource data."
111,E1,Referring trainees to appropriate representatives or services can often be done from text descriptions of needs and available resources; an LLM can quickly suggest suitable referrals and draft communications.
19558,E1,"Developing or implementing environmental-impact training programs is largely curriculum design, policy translation, and materials drafting, which an LLM can accelerate substantially."
21744,E0,"Assessing physical security requires in-person inspection of facilities, hardware placement, environmental controls, and physical protections. A chat-based LLM cannot replace most of that work."
21745,E1,"The LLM can help structure interviews, summarize stakeholder inputs, identify risk themes, and draft mitigation strategies from provided notes, cutting substantial time from the analysis and writeup."
21746,E2,"Audits depend on reviewing system configurations, logs, and organizational evidence that may be large, distributed, and up to date. An LLM-powered auditing tool integrated with those sources could reduce time by half, more than chat alone."
21747,E2,"Applying least functionality and least access usually requires interacting with live systems, permissions, and enterprise tooling. The LLM can advise, but integrated configuration assistance or policy analysis software would drive the major time savings."
21748,E1,"Designing security solutions for known vulnerabilities is largely a text-and-reasoning task if the device context and vulnerability details are provided. The LLM can quickly propose mitigations, architectures, and tradeoff analyses."
21749,E1,"The LLM can help design adversary emulation plans, map techniques to ATT&CK-style behaviors, generate test steps, and draft scripts or scenarios, substantially accelerating this work."
21750,E1,"Developing infiltration tests is heavily planning- and code-oriented. Given vulnerability details and scope, the LLM can generate exploit test logic, procedures, and documentation much faster."
21751,E1,"Creating presentations on threat intelligence is a strong direct-use case: the LLM can summarize inputs, organize slides, tailor messaging to audiences, and draft speaker notes."
21752,E1,"Developing penetration testing processes is primarily documentation and procedural design. The LLM can draft methodologies, checklists, workflows, and test plans from requirements."
21753,E1,"The LLM can prepare talking points, explain options in business language, draft emails or meeting summaries, and help tailor recommendations for technical or management audiences."
21754,E1,"Documenting findings is a core writing task. The LLM can turn notes, evidence, and severity assessments into polished penetration test findings quickly."
21755,E2,"Evaluating vulnerability assessments often requires reviewing large, current scan outputs and environment-specific data. An integrated LLM application that ingests those artifacts would likely cut time by half."
21756,E2,"Gathering cyber intelligence depends on retrieving current external threat information and internal data. Chat alone lacks up-to-date access, but an LLM system connected to feeds and repositories would help substantially."
21757,E2,"Identifying new threat TTPs requires current intelligence from recent reports, incidents, and feeds. That is better handled by an LLM-powered retrieval and synthesis system than by chat alone."
21758,E2,"Identifying weaknesses using penetration tests depends on executing tests and analyzing live outputs from tools and systems. The LLM helps interpret results, but integrated tooling would provide the major time savings."
21759,E2,"Incident investigation relies on large volumes of logs, forensic artifacts, malware samples, and current evidence. An LLM application integrated with forensic data sources could greatly accelerate this, more than chat alone."
21760,E2,"Keeping up with new tools and methods requires current information from the security community. Chat alone lacks reliable up-to-date knowledge, but an LLM connected to current sources would help significantly."
21761,E2,Maintaining knowledge of hacking trends depends on recent threat reporting and evolving attacker behavior. This is mainly exposed through retrieval-enabled LLM applications rather than standalone chat.
21762,E1,Preparing reports on security fixes is largely summarization and technical writing. The LLM can draft clear result reports from remediation notes and validation evidence.
21763,E2,"Actually testing system security by attempting access requires running tools against live targets and interpreting outputs. Chat can assist with plans and commands, but integrated LLM-enabled testing platforms would create the larger time savings."
21764,E1,"Updating corporate cyber policies is a text revision and drafting task. The LLM can rewrite policies, align them to stated standards, and suggest clearer controls and governance language."
21765,E1,"Writing audit reports is directly exposed because it is primarily technical communication. The LLM can organize findings, draft recommendations, and tailor the report to the audience quickly."
16169,E2,"An LLM can help draft plans, summarize status, and suggest corrective actions, but true execution management depends on up-to-date project data, tools, and human oversight. Integrated PM software using LLMs could cut time substantially."
16154,E1,"The LLM can help identify likely causes of project problems, draft resolutions, structure discussions, and suggest communication language, which can reduce time for problem-solving conversations by at least half in many cases."
16157,E2,"Tracking milestones and deliverables relies on live project data from PM systems. A chat LLM alone is limited, but an LLM integrated with Jira, Asana, or similar tools could automate much of this work."
16152,E2,"The LLM can review deliverable text for quality and adherence to standards, but submission and validation usually depend on external systems and project-specific criteria. LLM-powered workflow tools could greatly speed this up."
16155,E2,"Direct customer communication and survey collection involve interaction and current information. An LLM alone helps analyze responses and draft questions, but dedicated survey/CRM tools built on LLMs could reduce effort by half or more."
16159,E1,"The LLM can revise project plans, compare alternatives, draft change requests, and explain implications of modifications from provided context, making this largely a text-based planning task."
16156,E2,"An LLM can draft agendas and meeting notes, but scheduling and facilitation depend on calendars, attendees, and live interaction. LLM-enabled scheduling and meeting software could substantially reduce time."
16163,E0,"Directing or coordinating personnel is heavily interpersonal and operational, requiring ongoing human management and decision-making that a chat LLM cannot replace by half on its own."
16164,E1,"Developing implementation plans and cost-benefit/ROI analyses is largely document and reasoning work. Given project inputs, an LLM can draft plans, structure assumptions, and produce analysis quickly."
16162,E1,"The LLM can infer resource needs from scope, schedule, staffing assumptions, and risks described in text, and draft resource requests or justifications efficiently."
16170,E1,"Creating or updating project plans is strongly text-based and structured. An LLM can generate objectives, schedules, staffing outlines, risk sections, and plan revisions from provided inputs."
16151,E1,"Risk assessment and response strategy development are well suited to LLM reasoning over project descriptions, dependencies, and constraints, making this task substantially faster."
16168,E1,"Preparing status reports involves collecting and summarizing project information and trends; when the relevant inputs are provided, an LLM can draft polished reports very quickly."
16160,E2,"Vendor selection depends on current market options, proposals, and organizational data. An LLM alone can help build criteria and compare text, but integrated procurement tools would be needed for a 2x gain."
16166,E1,"Budget development and management can be accelerated by an LLM through drafting budget structures, variance explanations, assumptions, and summaries from provided financial inputs."
16161,E1,"A communication plan is primarily a structured written artifact. The LLM can draft stakeholder matrices, cadence plans, escalation paths, and message templates efficiently."
16171,E1,Building a WBS is a classic decomposition and documentation task. An LLM can generate and refine hierarchical work packages from project scope descriptions quickly.
16153,E0,"Monitoring team performance and giving feedback requires observation, judgment, and interpersonal interaction. An LLM can help draft feedback, but cannot by itself reduce the overall task by half."
16165,E2,"Recruiting or selecting personnel depends on candidate pipelines, resumes, interviews, and HR systems. LLMs can help draft job criteria and evaluate text, but integrated hiring tools are needed for major time savings."
16167,E1,"Assigning duties and responsibilities can be substantially accelerated by an LLM using project scope, roles, and staffing constraints to draft responsibility matrices and authority structures."
16158,E2,"Negotiation is interactive and depends on stakeholder responses and current constraints. An LLM can prepare strategies and draft language, but larger gains would come from software supporting negotiation workflows and data retrieval."
16327,E1,"An LLM can help draft guidance, review junior staff work, explain standards, and prepare feedback or training materials, which can substantially speed up supervision that is largely text-based."
16325,E1,"Reviewing and critiquing proposals, plans, or designs is heavily document-based; an LLM can summarize, identify inconsistencies, compare against criteria, and draft comments quickly."
16350,E2,"Plant design depends on engineering judgment, codes, calculations, and CAD/process software; an LLM alone helps with concepts and documentation, but LLM-powered design tools integrated with engineering software could cut time by half."
21166,E2,"Evaluating operations and maintenance efficiency often requires system data, records, and current performance information; software that retrieves and analyzes those data with an LLM would be much more impactful than chat alone."
16330,E2,"Equipment selection for compliance requires up-to-date standards, vendor specs, and engineering calculations; an LLM app tied to standards databases and selection tools could greatly accelerate this."
16349,E2,"Designing pumping systems, pipelines, and sewers relies on hydraulic modeling, CAD, and site-specific constraints; chat helps with calculations and design rationale, but integrated tools would drive major time savings."
16347,E2,"Water distribution design requires network modeling, codes, and layout tools; an LLM alone is helpful, but software integrated with hydraulic models and design data would reduce time much more."
16331,E2,Water quality studies depend on field/lab data and source information; an LLM-powered system that ingests datasets and reports could speed analysis and characterization substantially.
16343,E1,"Recommending treatment methods is largely an analytical and knowledge-based task; an LLM can compare options, explain tradeoffs, and draft recommendations efficiently from provided context."
16328,E1,Identifying design alternatives for new water resources is a concept-generation and comparative analysis task well suited to LLM assistance.
16345,E2,"Designing runoff and supply networks requires hydraulic design software, maps, and site constraints; LLM-enabled engineering applications would be needed for major time reduction."
16346,E2,"Lift station and well design involves calculations, equipment sizing, and drawings; chat can assist, but integrated engineering software would be needed to halve time."
16339,E2,"Cost-benefit analysis depends on project-specific cost data, assumptions, and often spreadsheets/models; an LLM app connected to those data sources could automate much of the work."
16326,E1,"Providing technical support to agencies often involves answering questions, explaining regulations or options, and drafting memos or responses, all of which are strongly aided by an LLM."
16337,E2,"Feasibility studies require combining technical, financial, regulatory, and site-specific information; LLM-powered tools that aggregate these inputs would provide major savings beyond chat alone."
16341,E2,"Stormwater and floodplain analysis relies on hydrologic/hydraulic models, maps, and engineering software; LLM chat helps interpret results, but integrated applications are needed for large gains."
16335,E0,"Overseeing construction of wastewater systems involves on-site observation, coordination, and physical inspection, so direct LLM use cannot cut the task time by half."
16329,E1,"Developing plans for water resources or efficiency programs is largely planning, analysis, and writing; an LLM can generate alternatives, structure plans, and draft program documents quickly."
16333,E2,"Hydrological analysis using 3D simulation software depends on specialized modeling tools and datasets; LLM-enhanced software could assist substantially, but chat alone is insufficient."
16334,E2,"Hydraulic analyses require specialized network models and simulation tools; an LLM integrated with those tools could speed setup, interpretation, and reporting by half or more."
16324,E1,"Writing technical reports or publications is directly exposed because drafting, editing, summarizing analyses, and tailoring language are core LLM strengths."
16344,E2,"Designing storage tanks/facilities requires engineering calculations, standards, and drawings; LLM-powered engineering software would be needed for major time savings."
16342,E1,Analyzing and recommending sludge treatment or disposal methods is a knowledge-intensive comparative task that an LLM can accelerate through option evaluation and draft recommendations.
